url,station,difficulty,credit
https://media.discordapp.net/attachments/1216995267983704074/1236246534258167918/20230618_101713.jpg?ex=66374fce&is=6635fe4e&hm=8308ddd79388c7a70b3f86ae19016f6236fe20ef075968fff35468f80768d572&=&format=webp&width=512&height=683,Coburg,Hard,Qazzy
https://media.discordapp.net/attachments/1235385086174691400/1236111734775742535/IMG_5706.png?ex=6636d243&is=663580c3&hm=29a089baa9c7f74b6d949a6032c70c95845a311df67e82dd80fe2992ae811921&=&format=webp&quality=lossless&width=1215&height=683,Essendon,Medium,dinohh
https://media.discordapp.net/attachments/1236171501405868033/1236178783921246260/IMG_1855.jpg?ex=663710b5&is=6635bf35&hm=6ed9ca8f362e29dba562c600415b9a8272e5f9747c235909c67abb8dff23ca0b&=&format=webp&width=1214&height=683,Bannockburn,Very Hard,Objecty
https://media.discordapp.net/attachments/1236420495092613230/1236421159554125845/20240504_154851.jpg?ex=6637f270&is=6636a0f0&hm=5f26b957d9827e5439d438065896626cc1860d78a0ff87b100d376183802fd31&=&format=webp&width=1213&height=683,roxburgh park,Medium,newbie
https://media.discordapp.net/attachments/1233010898277367808/1236464526678032434/IMG_7317.JPG?ex=66381ad3&is=6636c953&hm=145c9f17abed59c6e00bac584afecfcc3744be3802d9cf15b9c2375b256e37ba&=&format=webp&width=512&height=683,Caulfield,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236464786338877522/IMG_7261.jpg?ex=66381b11&is=6636c991&hm=1ae9f7b9327b80214b61bb503cbd825755bbc7dbe9759af5b7df94dd33c2fb51&=&format=webp&width=911&height=683,Laburnum,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236465048600449044/IMG_7228.JPG?ex=66381b4f&is=6636c9cf&hm=7e1c3665c615e2d9a5e7bbf5109fa4632afbe6d5a91b37ec69f30847ececd674&=&format=webp&width=512&height=683,Sandown park,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236465993790914682/IMG_6945.JPG?ex=66381c31&is=6636cab1&hm=8e089a500b70968cd7e9d5706479e3c5e6d700755158adf1a2661be10bab7b87&=&format=webp&width=911&height=683,Upwey,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236466214306447430/IMG_6946.JPG?ex=66381c65&is=6636cae5&hm=5bf83b1b033741ea505ee04e84a649d463c22bdf2e70682d167963b400702a51&=&format=webp&width=911&height=683,Bayswater,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236466431806406676/IMG_6927.JPG?ex=66381c99&is=6636cb19&hm=e433d9fa1afeac6ba4a10a0abaaa858624b173691f49cf074d41c16e7ca20574&=&format=webp&width=911&height=683,Carrum,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236466955721117728/IMG_7416.jpg?ex=66381d16&is=6636cb96&hm=d137752e61c11f3d12f9d51752b89b9aa7edf7551673991bc510227adcdd6b22&=&format=webp,North Williamstown,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236467010607517886/IMG_7417.jpg?ex=66381d23&is=6636cba3&hm=4331d985188e2d2a0027a43e15132fef796402e94d0a9d65f10e7b79ffd598be&=&format=webp,Seaford,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236467062457765989/IMG_7418.jpg?ex=66381d30&is=6636cbb0&hm=dbb8bb50334decd651d5f5132b8c02e7ab6eb23a1c8f819d02ed058cedbdcf59&=&format=webp,St albans,Hard,axowaffle
https://media.discordapp.net/attachments/1227224314483576982/1236519260080050277/PXL_20240505_031757893.jpg?ex=66384dcd&is=6636fc4d&hm=43d9b97e372a9d61af2f4b983d48d5ff629c5f7f6bd7c746b24391aeec96b8c9&=&format=webp&width=907&height=683,Kooyong,Medium,Qazzy
https://media.discordapp.net/attachments/1227224314483576982/1236519580713746462/PXL_20240505_031038340.jpg?ex=66384e19&is=6636fc99&hm=1d72ebcdafdf41886943f02670cfc61f0fb6fe8f3b15a601726d7a3216f29f43&=&format=webp&width=465&height=350,Gardiner,Hard,Qazzy
https://media.discordapp.net/attachments/1227224314483576982/1236520373852442644/1033645.jpg?ex=66384ed6&is=6636fd56&hm=47b33aaf3d3810974c4c7444a0aa60353756d13858e8f38b1597b3079e413bd3&=&format=webp&width=911&height=683,Flagstaff,Easy,eggman
https://media.discordapp.net/attachments/1227224314483576982/1236520374406221895/1033303.jpg?ex=66384ed6&is=6636fd56&hm=e94e531467b85fcc5ed174e7226995873783d7566f2abbd37955784103681700&=&format=webp&width=911&height=683,Malvern,Medium,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506129664704592/4043239.jpg?ex=66384192&is=6636f012&hm=ce2ec32abb539f5a365efeb60945788eea108f864c00d8d4fce928d458501290&=&format=webp&width=911&height=683,Elsternwick,Hard,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506193489563648/4083745.jpg?ex=663841a1&is=6636f021&hm=63fb0a42de961f6193147f2e015959f4c2b7171fdb55a8ab9cc09ebc39f93c5c&=&format=webp&width=466&height=350,Southland,Hard,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506324099924008/4114337.jpg?ex=663841c0&is=6636f040&hm=d276542bb4460559a27e94e8d4111cf0c087c6fbcb337b6f8af66bac41c0ff65&=&format=webp&width=911&height=683,Lalor,Hard,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506464441602131/5055185.jpg?ex=663841e2&is=6636f062&hm=9f7d4ee50143bfa445ff08a4e2331f6107461e5bda9740afff13f97066f30e1d&=&format=webp&width=911&height=683,Laverton,Hard,eggman
https://media.discordapp.net/attachments/1236171501405868033/1236590030634356776/IMG_1865.png?ex=66388fb6&is=66373e36&hm=2528437dc13dbe5160be6f83064d1e2ee6fbdbc5b5101e96f0ba6a9bbe30544e&=&format=webp&quality=lossless&width=911&height=683,Surrey Hills,Very Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590031246852177/IMG_1864.jpg?ex=66388fb6&is=66373e36&hm=6899fa28efc7ec260d97e4033abe0b79715c227a92e5bcf8a5df5ae2adc5aedb&=&format=webp&width=1214&height=683,Union,Easy,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590031741911040/IMG_1862.jpg?ex=66388fb6&is=66373e36&hm=0f9af212511bb2549510e3b79db01255c00433f9209c07b2b168814e334dcbba&=&format=webp&width=1214&height=683,Oakleigh,Medium,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590032274329651/IMG_1860.jpg?ex=66388fb6&is=66373e36&hm=b484497d08fd36f5a6da3d31d59a4aacb0f5a9b7ab9ba31ac9afc817db909158&=&format=webp&width=1214&height=683,Maryborough,Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590032874242090/IMG_1859.jpg?ex=66388fb6&is=66373e36&hm=bf9b328c764d9c64cba3500f3f27719931d5355d582d2ada0e14158d84245b86&=&format=webp&width=1214&height=683,Seymour,Medium,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590033465770014/IMG_1858.jpg?ex=66388fb6&is=66373e36&hm=c27f95ab1eea9ae89ae4613701186b108a82e3fd130d8e081b659d06b675edcc&=&format=webp&width=1214&height=683,Holmesglen,Medium,Objecty
https://media.discordapp.net/attachments/1225026918525702205/1237334765984809051/IMG_5671.jpg?ex=663b454c&is=6639f3cc&hm=2a594a876a3eceb92d0ca4a5e6afbf78e036f20af76e54aec4151383cc3b5f3e&=&format=webp&width=512&height=683,huntingdale,Medium,Domino
https://media.discordapp.net/attachments/1235385086174691400/1238705304175116319/IMG_5752.jpg?ex=664041b6&is=663ef036&hm=b029b78180cb81e324ed019e0896869ab3a1adc57d51bfd41b623c19b96c3942&=&format=webp&width=910&height=683,Darebin,Medium,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1238705347435167824/IMG_5753.jpg?ex=664041c0&is=663ef040&hm=93c419931858f2ba9d8e7d4e35943eda7c20b666ca1ae6fd9e5bd64f5ab092b8&=&format=webp&width=910&height=683,Darebin,Medium,dinohh
https://media.discordapp.net/attachments/1235832156480213043/1238682626655518801/PXL_20240511_013751724.jpg?ex=66402c97&is=663edb17&hm=3da25f5a059af0ca62524bc67d00460dd5fe6ba60a858fa35af6f6f6c3edf636&=&format=webp&width=907&height=683,Highett,Medium,Qazzy
https://media.discordapp.net/attachments/1235832156480213043/1238682627368812665/PXL_20240511_023803592.jpg?ex=66402c97&is=663edb17&hm=28be75a0627963a9ad2b39d11a6d96eb03bc6ca9ec39c9da58c3bad10544f601&=&format=webp&width=907&height=683,Elsternwick,Medium,Qazzy
https://media.discordapp.net/attachments/1236171501405868033/1238738034904793118/IMG_1944.jpg?ex=66406032&is=663f0eb2&hm=24ccee4fee355d64f8619058097f3b25b819cae35091b70e8d29276f5826c359&=&format=webp&width=1214&height=683,Glenroy,Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1238738036045385738/IMG_1946.jpg?ex=66406032&is=663f0eb2&hm=e8c05a033883bf696ea152071dde5008b7652ffe04723c03496850217edc9286&=&format=webp&width=1214&height=683,Frankston,Easy,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1238738036448297000/IMG_1947.jpg?ex=66406032&is=663f0eb2&hm=1d673a69f9aac15bc0914a0fba2c695380c4eb560da95edaab90689de267fae5&=&format=webp&width=1214&height=683,Wallan,Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1238738036901154889/IMG_1948.jpg?ex=66406032&is=663f0eb2&hm=fa1351fb0e9c169ca4106bab8ab63b90964c8d57f3dacd6c6af9b12c434b03bc&=&format=webp&width=1214&height=683,Mitcham,Hard,Objecty
https://media.discordapp.net/attachments/1235385086174691400/1239472475465715762/IMG_5780.jpg?ex=66430c32&is=6641bab2&hm=42a7dfa6ea09fae8c8cce1abcce1bb3e98aa32d888e920fdf22582142ad14567&=&format=webp&width=910&height=683,dennis,Hard,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1239472475885277194/IMG_5781.jpg?ex=66430c32&is=6641bab2&hm=4ab85cdc2c5f909d98dda3b32b57fc7e9b4c7b0ed83c45a08b4f894ca01f4c92&=&format=webp&width=910&height=683,dennis,Hard,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1239512779128569886/IMG_5782.jpg?ex=664331bb&is=6641e03b&hm=abed8a0aaca8f20c0141ab8613c4ae12794d735a3c46c96b95e4ca1ebf4b8a25&=&format=webp&width=467&height=350,Elsternwick,Medium,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1241277356707151872/IMG_5800.jpg?ex=66499d1f&is=66484b9f&hm=ccf8884728a246098945cf992c189527378dfd11e7a0890b6578bd9e15f8aa35&=&format=webp&width=911&height=683,Ormond,Medium,dinohh
