#1,25M-1313T-26M,X'Trapolis 100,2024-03-02,Frankston,N/A,N/A
#2,47M-1324T-48M,X'Trapolis 100,2024-05-14,Unknown,N/A,N/A
#3,9070-9170-9270-9370-9770-9870-9970,HCMT,2024-05-14,Unknown,N/A,N/A
#4,N456,N Class,2024-05-15,Albury,Wangaratta,Seymour
#5,1M-1301T-2M,X'Trapolis 100,2024-05-15,Unknown,N/A,N/A
#6,479M-1090T-480M,EDI Comeng,2024-05-15,Lilydale,N/A,N/A
#7,530M-1115T-552M,EDI Comeng,2024-05-15,Sandringham,N/A,N/A
#8,631M-1166T-632M,Alstom Comeng,2024-05-30,Cranbourne,Murrumbeena,Huntingdale
